Sehir,Id,bolum_adi,Tur,Universite,Fakülte,Ogrenim_sekli,Ozellik,2025_Taban_Puan,2025_Taban_Sıralama,2025_Kontenjan,2025_Dolu_Kontenjan,2025_Bos_Kontenjan,2025_Kontenjan_Orani,2025_Sıralama_Degisim_Orani,2025_Ucret,2024_TabanPuani,2024_TabanSıralama,2024_Kontenjan,2024_Dolu_Kontenjan,2024_Bos_Kontenjan,2024_Kontenjan_Orani,2024_Ucret
Trabzon,200390160,ÇOCUK GELİŞİMİ,Vakıf,Avrasya Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,"258,9973",706.300,10,10,0,"100,0%",-831.374,₺137.500,"197,5994",1.537.674,25,25,-,"100,0%",₺137.500
Bursa,210000353,ÇOCUK GELİŞİMİ,Vakıf,Mudanya Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,"240,1381",922.100,34,34,0,"100,0%",69.729,₺376.000,"248,3768",852.371,32,32,-,"100,0%",₺224.250
İstanbul,207610266,ÇOCUK GELİŞİMİ,Vakıf,Biruni Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,"227,7992",1.068.000,51,51,0,"100,0%",-148.633,₺300.000,"222,1131",1.216.633,51,51,-,"100,0%",₺184.800
Konya,204090545,ÇOCUK GELİŞİMİ,Vakıf,KTO Karatay Ü.,Sağlık Bilimleri Fak.,Ücretli,-,"216,9432",1.190.000,24,24,0,"100,0%",-407.610,₺446.600,"191,4871",1.597.610,31,31,-,"100,0%",₺270.600
Ankara,200290175,ÇOCUK GELİŞİMİ,Vakıf,Atılım Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,"212,6281",1.235.000,25,25,0,"100,0%",433.483,₺412.500,"252,3906","m
801.517",25,25,-,"100,0%",₺287.500
İstanbul,202390773,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Arel Ü.,Sağlık Bilimleri Fak.,Ücretli,-,"200,2097",1.352.000,2,2,0,"100,0%",-131.947,₺714.000,"202,3079",1.483.947,3,3,-,"100,0%",₺492.410
İstanbul,202390240,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Arel Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,"183,6223",1.457.000,23,23,0,"100,0%",33.758,₺357.000,"207,1460",1.423.242,22,22,-,"100,0%",₺246.205
İstanbul,201710777,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Gedik Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,"182,7108",1.461.000,31,31,0,"100,0%",84.843,₺325.000,"o
210,7051",1.376.157,29,29,-,"100,0%",₺200.000
İstanbul,206510119,ÇOCUK GELİŞİMİ,Vakıf,Üsküdar Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,58,57,1,"98,3%",-,₺359.025,"215,4179",1.311.349,59,59,-,"100,0%",₺189.483
Nevşehir,203851971,ÇOCUK GELİŞİMİ,Vakıf,Kapadokya Ü.,Sağlık Bilimleri Y.O.,%50 İnd.,-,-,Dolmadı,49,35,14,"71,4%",-,"c
₺247.500",-,Dolmadı,51,39,12,"76,5%",₺165.000
İstanbul,202412022,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Aydın Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,72,33,39,"45,8%",-,₺300.000,"224,8622",1.177.634,72,72,-,"100,0%",₺150.000
İstanbul,208410405,ÇOCUK GELİŞİMİ,Vakıf,İstinye Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,32,30,2,"93,8%",".
-",₺375.000,"180,4465",1.670.657,34,34,-,"100,0%",₺250.000
İstanbul,203110335,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Medipol Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,51,29,22,"56,9%",-,₺485.000,-,Yeni,-,-,-,-,-
İstanbul,208710165,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Kent Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,41,29,12,"m
70,7%",-,₺300.000,"213,5608",1.337.027,41,41,-,"100,0%",₺170.000
İstanbul,207510752,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Esenyurt Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,37,28,9,"75,7%",-,₺325.000,-,Dolmadı,38,34,4,"89,5%",₺200.000
İstanbul,210302012,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Beykent Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,30,20,10,"66,7%",-,₺444.445,"198,4519",1.528.341,30,30,-,"100,0%",₺247.333
İstanbul,202790525,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Gelişim Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,51,"i
18",33,"35,3%",-,₺427.455,"192,2661",1.590.529,53,53,-,"100,0%",₺210.000
Trabzon,200390390,ÇOCUK GELİŞİMİ,Vakıf,Avrasya Ü.,Sağlık Bilimleri Fak.,Ücretli,-,-,Dolmadı,"l
15",12,3,"80,0%",-,₺275.000,-,Yeni,-,-,-,-,-
İstanbul,204713002,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Okan Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,Dolmadı,25,12,13,"48,0%",-,₺378.675,"213,4082",1.339.222,25,25,-,"100,0%",₺204.659
Güzelyurt,301290160,ÇOCUK GELİŞİMİ,Kıbrıs,Kıbrıs Sağlık ve Toplum Bilimleri Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,-,"a
Dolmadı",34,10,24,"29,4%",-,₺126.000,-,Dolmadı,34,16,18,"47,1%",₺78.750
İstanbul,203110998,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Medipol Ü.,Sağlık Bilimleri Y.O.,%50 İnd.,-,-,Dolmadı,34,7,27,"20,6%",-,₺485.000,-,Yeni,-,-,-,-,-
İstanbul,202512533,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Bilgi Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,"s
-",Dolmadı,25,6,19,"24,0%",-,₺520.000,"188,4926",1.622.311,25,25,-,"100,0%",₺297.500
Lefkoşa,300412151,ÇOCUK GELİŞİMİ,Kıbrıs,Uluslararası Kıbrıs Ü.,Sağlık Bilimleri Y.O.,%50 İnd.,-,-,Dolmadı,26,5,21,"19,2%",-,₺236.250,-,Dolmadı,29,22,7,"75,9%",₺118.200
İstanbul,202790527,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Gelişim Ü.,Sağlık Bilimleri Fak.,%50 İnd.,"n
İng.",-,Dolmadı,23,2,21,"8,7%",-,₺427.455,-,Dolmadı,17,8,9,"47,1%",₺210.000
İstanbul,206510376,ÇOCUK GELİŞİMİ,Vakıf,Üsküdar Ü.,Sağlık Bilimleri Fak.,Ücretli,-,-,Dolmadı,4,2,2,"50,0%",-,₺718.050,"201,9472",1.488.169,5,5,-,"100,0%",₺378.965
İstanbul,201790411,ÇOCUK GELİŞİMİ,Vakıf,İstanbul Gedik Ü.,Sağlık Bilimleri Fak.,"u
Ücretli",-,-,Yer.Olmadı,2,0,2,"0,0%",-,₺650.000,-,Dolmadı,4,3,1,"75,0%",₺400.000
İstanbul,204910351,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Vakıf,Piri Reis Ü.,"w
İktisadi ve İdari Bilimler Fak.",Burslu,İng.,"382,9206",53.000,12,12,0,"100,0%",-31.141,-,"367,6728",84.141,12,12,-,"100,0%",-
İzmir,103110672,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Dokuz Eylül Ü.,Denizcilik Fak.,Örgün,İng.,"358,5134",102.800,75,75,0,"100,0%",-38.699,-,"344,6650",141.499,75,75,-,"100,0%",-
Bursa,102410213,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Bursa Teknik Ü.,Denizcilik Fak.,Örgün,-,"347,1660",133.500,20,20,0,"100,0%",-79.551,-,"324,9095",213.051,20,20,-,"100,0%",-
Antalya,100790323,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Akdeniz Ü.,Kemer Denizcilik Fak.,Örgün,-,"332,2328",184.100,65,65,0,"100,0%",-78.779,-,"314,5049",262.879,65,65,-,"100,0%",-
Kocaeli,106910831,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Kocaeli Ü.,"w
Denizcilik Fak.",Örgün,-,"328,8447",197.600,55,55,0,"100,0%",-95.862,-,"309,0340",293.462,55,55,-,"100,0%",-
Balıkesir,110610105,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Bandırma Onyedi Eylül Ü.,Denizcilik Fak.,Örgün,-,"322,2045",226.100,60,60,0,"100,0%",-120.982,-,"300,3840",347.082,60,60,-,"100,0%",-
Mersin,107490548,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Mersin Ü.,Denizcilik Fak.,Örgün,-,"320,1025",235.700,45,45,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
Trabzon,106290414,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,"w
Karadeniz Teknik Ü.",Sürmene Deniz Bilimleri Fak.,Örgün,-,"316,7425",252.000,25,25,0,"100,0%",-121.937,-,"296,4849",373.937,25,25,-,"100,0%",-
İstanbul,204910369,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Vakıf,Piri Reis Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,"312,3400",274.700,45,45,0,"100,0%",-56.609,₺357.500,"302,8108",331.309,45,45,-,"100,0%",₺209.000
Samsun,112771246,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Samsun Ü.,Siyasal Bilgiler Fak.,Örgün,-,"311,3503",280.100,55,55,0,"100,0%",-167.695,-,"286,8102",447.795,55,55,-,"100,0%",-
Ordu,108390135,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Ordu Ü.,Fatsa Deniz Bilimleri Fak.,Örgün,-,"303,6456",324.600,40,40,0,"100,0%",-217.567,-,"276,0940",542.167,40,40,-,"100,0%",-
Zonguldak,110310568,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,Zonguldak Bülent Ecevit Ü.,Denizcilik Fak.,Örgün,-,"295,2612",380.500,80,80,0,"100,0%",-244.905,-,"267,7105",625.405,80,80,-,"100,0%",-
Hatay,110790020,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Devlet,İskenderun Teknik Ü.,Barbaros Hayrettin Gemi İnşaatı ve Denizcilik Fak.,Örgün,-,"293,6028",392.400,55,55,0,"100,0%",-236.833,-,"267,3446",629.233,55,55,-,"100,0%",-
Girne,300790049,DENİZCİLİK İŞLETMELERİ YÖNETİMİ,Kıbrıs,Girne Ü.,Deniz İşletmeciliği ve Yönetimi Fak.,Burslu,İng.,"271,6365",576.800,8,8,0,"100,0%",-196.108,-,"254,7184",772.908,10,10,-,"100,0%",-
