Sehir,Id,bolum_adi,Tur,Universite,Fakülte,Ogrenim_sekli,Ozellik,2025_Taban_Puan,2025_Taban_Sıralama,2025_Kontenjan,2025_Dolu_Kontenjan,2025_Bos_Kontenjan,2025_Kontenjan_Orani,2025_Sıralama_Degisim_Orani,2025_Ucret,2024_TabanPuani,2024_TabanSıralama,2024_Kontenjan,2024_Dolu_Kontenjan,2024_Bos_Kontenjan,2024_Kontenjan_Orani,2024_Ucret
İstanbul,107510074,TÜRK DİLİ VE EDEBİYATI,Devlet,Mimar Sinan Güzel Sanatlar Ü.,Fen-Edebiyat Fak.,Örgün,-,"373,9012",23.200,30,30,0,"100,0%",".
-3.090",-,"405,0983",26.290,30,30,-,"100,0%",-
Ankara,200611319,TÜRK DİLİ VE EDEBİYATI,Vakıf,Başkent Ü.,Fen-Edebiyat Fak.,Burslu,-,"367,6631",30.800,4,4,0,"100,0%",-9.641,-,"393,3445",40.441,4,4,-,"100,0%",-
İzmir,103410139,TÜRK DİLİ VE EDEBİYATI,Devlet,Ege Ü.,Edebiyat Fak.,Örgün,-,"361,1657",39.400,30,30,0,"m
100,0%",5.190,-,"398,1013",34.210,30,30,-,"100,0%",-
İstanbul,105410036,TÜRK DİLİ VE EDEBİYATI,Devlet,İstanbul Medeniyet Ü.,Edebiyat Fak.,Örgün,-,"358,2338",43.600,30,30,0,"100,0%",-936,-,"390,5671",44.536,30,30,-,"100,0%",-
İstanbul,203211295,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul Sabahattin Zaim Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,-,"356,7750",45.900,4,4,0,"100,0%",19.501,-,"404,9960",26.399,4,4,-,"100,0%",-
İstanbul,201910863,TÜRK DİLİ VE EDEBİYATI,Vakıf,Haliç Ü.,Fen-Edebiyat Fak.,Burslu,-,"354,8436",49.100,4,"i
4",0,"100,0%",-7.748,-,"383,1403",56.848,4,4,-,"100,0%",-
İstanbul,202410838,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul Aydın Ü.,Fen-Edebiyat Fak.,Burslu,-,"354,6787",49.300,"l
4",4,0,"100,0%",-9.868,-,"381,8655",59.168,4,4,-,"100,0%",-
Ankara,111710175,TÜRK DİLİ VE EDEBİYATI,Devlet,Ankara Hacı Bayram Veli Ü.,Edebiyat Fak.,Örgün,-,"352,6250",53.000,30,30,0,"100,0%",8.329,-,"390,4677",44.671,30,30,-,"100,0%",-
İstanbul,208450836,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstinye Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,-,"352,0875","a
53.900",3,3,0,"100,0%",473,-,"385,1283",53.427,3,3,-,"100,0%",-
İstanbul,201410065,TÜRK DİLİ VE EDEBİYATI,Vakıf,Fatih Sultan Mehmet Vakıf Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,-,"351,8853",54.300,4,4,0,"100,0%",5.963,-,"388,1692",48.337,4,4,-,"100,0%",-
İstanbul,210301319,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul Beykent Ü.,Fen-Edebiyat Fak.,Burslu,-,"s
351,1394",55.700,3,3,0,"100,0%",-4.824,-,"381,1281",60.524,4,4,-,"100,0%",-
İstanbul,201211144,TÜRK DİLİ VE EDEBİYATI,Vakıf,Doğuş Ü.,Fen-Edebiyat Fak.,Burslu,-,"351,0576",55.800,3,3,0,"100,0%",-7.922,-,"379,4513",63.722,4,4,-,"100,0%",-
İstanbul,202210064,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul 29 Mayıs Ü.,Edebiyat Fak.,Burslu,"n
-","349,4382",58.800,6,6,0,"100,0%",26.367,-,"399,5818",32.433,4,4,-,"100,0%",-
İstanbul,203010169,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul Kültür Ü.,Fen-Edebiyat Fak.,Burslu,-,"349,2712",59.100,8,8,0,"100,0%",7.097,-,"386,0040",52.003,4,4,-,"100,0%",-
Ankara,110910336,TÜRK DİLİ VE EDEBİYATI,Devlet,Ankara Sosyal Bilimler Ü.,Sosyal ve Beşeri Bilimler Fak.,"u
Örgün",-,"346,9026",64.100,30,30,0,"100,0%",2.655,-,"380,6381",61.445,30,30,-,"100,0%",-
İzmir,103110954,TÜRK DİLİ VE EDEBİYATI,Devlet,Dokuz Eylül Ü.,Edebiyat Fak.,Örgün,-,"346,1618",65.700,30,30,0,"100,0%",15.922,-,"387,3144",49.778,30,30,-,"100,0%",-
İstanbul,206211102,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul Yeni Yüzyıl Ü.,".
Fen-Edebiyat Fak.",Burslu,-,"345,2766",67.700,4,4,0,"100,0%",-3.361,-,"375,7209",71.061,4,4,-,"100,0%",-
Bursa,109710206,TÜRK DİLİ VE EDEBİYATI,Devlet,Bursa Uludağ Ü.,Fen-Edebiyat Fak.,Örgün,-,"344,4687",69.400,30,30,0,"100,0%",5.668,-,"379,4451",63.732,30,30,-,"100,0%",-
İstanbul,202310169,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul Arel Ü.,"w
Fen-Edebiyat Fak.",Burslu,-,"343,0813",72.700,4,4,0,"100,0%",-4.702,-,"372,6968",77.402,4,4,-,"100,0%",-
Eskişehir,101010079,TÜRK DİLİ VE EDEBİYATI,Devlet,Anadolu Ü.,Edebiyat Fak.,Örgün,-,"341,2998",77.100,30,30,0,"100,0%",20.221,-,"383,1237",56.879,30,30,-,"100,0%",-
Antalya,100710569,TÜRK DİLİ VE EDEBİYATI,Devlet,Akdeniz Ü.,Edebiyat Fak.,Örgün,-,"341,2390",77.200,30,30,0,"100,0%",17.187,-,"381,3821",60.013,30,30,-,"100,0%",-
Ankara,110010156,TÜRK DİLİ VE EDEBİYATI,Devlet,Ankara Yıldırım Beyazıt Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"336,9252",88.400,30,30,0,"100,0%",11.869,-,"373,1209",76.531,30,30,-,"100,0%",-
Eskişehir,103810126,TÜRK DİLİ VE EDEBİYATI,Devlet,Eskişehir Osmangazi Ü.,"w
İnsan ve Toplum Bilimleri Fak.",Örgün,-,"336,4191",89.700,30,30,0,"100,0%",14.242,-,"373,6375",75.458,30,30,-,"100,0%",-
İstanbul,202712567,TÜRK DİLİ VE EDEBİYATI,Vakıf,İstanbul Gelişim Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"336,1745",90.400,12,12,0,"100,0%",14.976,-,"373,6525",75.424,4,4,-,"100,0%",-
Kocaeli,106910161,TÜRK DİLİ VE EDEBİYATI,Devlet,Kocaeli Ü.,Fen-Edebiyat Fak.,Örgün,-,"334,5656",94.900,30,30,0,"100,0%",9.130,-,"369,0821",85.770,30,30,-,"100,0%",-
Adana,102910191,TÜRK DİLİ VE EDEBİYATI,Devlet,"w
Çukurova Ü.",Fen-Edebiyat Fak.,Örgün,-,"334,5075",95.100,24,24,0,"100,0%",3.559,-,"366,6898",91.541,24,24,-,"100,0%",-
Çanakkale,102710236,TÜRK DİLİ VE EDEBİYATI,Devlet,Çanakkale Onsekiz Mart Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"328,7193",113.100,30,30,0,"100,0%",23.611,-,"367,5268",89.489,30,30,-,"100,0%",-
İzmir,105710263,TÜRK DİLİ VE EDEBİYATI,Devlet,İzmir Katip Çelebi Ü.,Sosyal ve Beşeri Bilimler Fak.,Örgün,-,"327,4952",117.300,30,30,0,"100,0%",6.587,-,"359,3953",110.713,30,30,-,"100,0%",-
Samsun,108210286,TÜRK DİLİ VE EDEBİYATI,Devlet,Ondokuz Mayıs Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"326,2367",121.600,30,30,0,"100,0%",18.640,-,"362,2410",102.960,30,30,-,"100,0%",-
Sakarya,108810217,TÜRK DİLİ VE EDEBİYATI,Devlet,Sakarya Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"325,0221",125.900,30,30,0,"100,0%",28.582,-,"364,4029",97.318,30,30,-,"100,0%",-
Mersin,107410215,TÜRK DİLİ VE EDEBİYATI,Devlet,Mersin Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"321,2834",140.000,30,30,0,"100,0%",16.692,-,"355,1931",123.308,30,30,-,"100,0%",-
İzmir,111110054,TÜRK DİLİ VE EDEBİYATI,Devlet,İzmir Demokrasi Ü.,Fen-Edebiyat Fak.,Örgün,-,"320,7554",142.000,30,30,0,"100,0%",4.364,-,"350,6887",137.636,30,30,-,"100,0%",-
Kayseri,103510226,TÜRK DİLİ VE EDEBİYATI,Devlet,Erciyes Ü.,Edebiyat Fak.,Örgün,-,"320,1335",144.500,30,30,0,"100,0%",27.261,-,"357,1596",117.239,30,30,-,"100,0%",-
Gaziantep,104210077,TÜRK DİLİ VE EDEBİYATI,Devlet,Gaziantep Ü.,Fen-Edebiyat Fak.,Örgün,-,"320,0555",144.800,24,24,0,"100,0%",15.442,-,"353,2672",129.358,24,24,-,"100,0%",-
Muğla,107610188,TÜRK DİLİ VE EDEBİYATI,Devlet,Muğla Sıtkı Koçman Ü.,Edebiyat Fak.,Örgün,-,"319,9610",145.200,30,30,0,"100,0%",13.582,-,"352,5436",131.618,30,30,-,"100,0%",-
Konya,108910385,TÜRK DİLİ VE EDEBİYATI,Devlet,Selçuk Ü.,Edebiyat Fak.,Örgün,-,"318,9720",149.200,30,30,0,"100,0%",29.274,-,"356,2933",119.926,30,30,-,"100,0%",-
Ankara,111711552,TÜRK DİLİ VE EDEBİYATI,Devlet,Ankara Hacı Bayram Veli Ü.,Polatlı Fen-Edebiyat Fak.,Örgün,-,"317,5563",155.200,30,30,0,"100,0%",16.243,-,"350,2953",138.957,30,30,-,"100,0%",-
Denizli,108610185,TÜRK DİLİ VE EDEBİYATI,Devlet,Pamukkale Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"316,1456",161.300,30,30,0,"100,0%",29.140,-,"352,3753",132.160,30,30,-,"100,0%",-
Trabzon,106210229,TÜRK DİLİ VE EDEBİYATI,Devlet,Karadeniz Teknik Ü.,Edebiyat Fak.,Örgün,-,"313,2169",174.700,30,30,0,"100,0%",43.521,-,"352,6925",131.179,30,30,-,"100,0%",-
Tekirdağ,107910291,TÜRK DİLİ VE EDEBİYATI,Devlet,Tekirdağ Namık Kemal Ü.,Fen-Edebiyat Fak.,Örgün,-,"313,1565",175.000,30,30,0,"100,0%",-5.350,-,"339,0954",180.350,30,30,-,"100,0%",-
Aydın,100310149,TÜRK DİLİ VE EDEBİYATI,Devlet,Aydın Adnan Menderes Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"311,5024",182.800,30,30,0,"100,0%",30.299,-,"346,3768",152.501,30,30,-,"100,0%",-
Balıkesir,101510083,TÜRK DİLİ VE EDEBİYATI,Devlet,Balıkesir Ü.,Fen-Edebiyat Fak.,Örgün,-,"310,3647",188.400,30,30,0,"100,0%",30.644,-,"344,9157",157.756,30,30,-,"100,0%",-
Nevşehir,203852300,TÜRK DİLİ VE EDEBİYATI,Vakıf,Kapadokya Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,-,"309,7216",191.700,3,3,0,"100,0%",-27.535,-,"330,1098",219.235,4,4,-,"100,0%",-
Manisa,102590503,TÜRK DİLİ VE EDEBİYATI,Devlet,Manisa Celâl Bayar Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"309,1816",194.400,30,30,0,"100,0%",17.512,-,"339,9602",176.888,30,30,-,"100,0%",-
Bolu,100110187,TÜRK DİLİ VE EDEBİYATI,Devlet,Bolu Abant İzzet Baysal Ü.,Fen-Edebiyat Fak.,Örgün,-,"308,6082",197.300,30,30,0,"100,0%",36.415,-,"344,0676",160.885,30,30,-,"100,0%",-
Şanlıurfa,105010076,TÜRK DİLİ VE EDEBİYATI,Devlet,Harran Ü.,Fen-Edebiyat Fak.,Örgün,-,"307,5583",202.800,20,20,0,"100,0%",78.739,-,"354,9544",124.061,20,20,-,"100,0%",-
Edirne,109410148,TÜRK DİLİ VE EDEBİYATI,Devlet,Trakya Ü.,Edebiyat Fak.,Örgün,-,"305,9982",211.100,30,30,0,"100,0%",14.474,-,"335,2087",196.626,30,30,-,"100,0%",-
Balıkesir,110670129,TÜRK DİLİ VE EDEBİYATI,Devlet,Bandırma Onyedi Eylül Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"305,4640",214.000,30,30,0,"100,0%",19.149,-,"335,6350",194.851,30,30,-,"100,0%",-
Konya,107010325,TÜRK DİLİ VE EDEBİYATI,Devlet,Necmettin Erbakan Ü.,Sosyal ve Beşeri Bilimler Fak.,Örgün,-,"303,2836",226.200,30,30,0,"100,0%",63.581,-,"343,5908",162.619,30,30,-,"100,0%",-
Malatya,105310204,TÜRK DİLİ VE EDEBİYATI,Devlet,İnönü Ü.,Fen-Edebiyat Fak.,Örgün,-,"301,1394",238.300,24,24,0,"100,0%",41.315,-,"335,1281",196.985,24,24,-,"100,0%",-
Samsun,112771197,TÜRK DİLİ VE EDEBİYATI,Devlet,Samsun Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"300,8826",239.900,30,30,0,"100,0%",27.533,-,"331,6299","m
212.367",30,30,-,"100,0%",-
Isparta,109290473,TÜRK DİLİ VE EDEBİYATI,Devlet,Süleyman Demirel Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"299,4085",248.600,30,30,0,"100,0%",78.365,-,"341,6680",170.235,30,30,-,"100,0%",-
K.Maraş,106010091,TÜRK DİLİ VE EDEBİYATI,Devlet,Kahramanmaraş Sütçü İmam Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"294,5973",278.900,24,24,0,"100,0%",2.838,-,"318,8690",276.062,24,24,-,"100,0%",-
Düzce,103310219,TÜRK DİLİ VE EDEBİYATI,Devlet,Düzce Ü.,Fen-Edebiyat Fak.,Örgün,-,"294,2138",281.400,30,30,0,"100,0%",45.340,-,"o
326,5645",236.060,30,30,-,"100,0%",-
Hatay,107710539,TÜRK DİLİ VE EDEBİYATI,Devlet,Hatay Mustafa Kemal Ü.,Fen-Edebiyat Fak.,Örgün,-,"294,1848",281.600,20,20,0,"100,0%",33.127,-,"324,1020",248.473,20,20,-,"100,0%",-
Elazığ,103990406,TÜRK DİLİ VE EDEBİYATI,Devlet,Fırat Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"294,1631",281.700,24,24,0,"100,0%",44.861,"c
-","326,4052",236.839,24,24,-,"100,0%",-
Ordu,108310046,TÜRK DİLİ VE EDEBİYATI,Devlet,Ordu Ü.,Fen-Edebiyat Fak.,Örgün,-,"294,1359",281.900,30,30,0,"100,0%",54.326,-,"328,3554",227.574,30,30,-,"100,0%",-
Kütahya,103210132,TÜRK DİLİ VE EDEBİYATI,Devlet,Kütahya Dumlupınar Ü.,Fen-Edebiyat Fak.,Örgün,-,"293,3928",286.700,30,30,0,"100,0%",".
73.619",-,"331,4619",213.081,30,30,-,"100,0%",-
Erzurum,101410181,TÜRK DİLİ VE EDEBİYATI,Devlet,Atatürk Ü.,Edebiyat Fak.,Örgün,-,"291,8781",296.700,30,30,0,"100,0%",125.829,-,"341,5020",170.871,30,30,-,"100,0%",-
Nevşehir,108010067,TÜRK DİLİ VE EDEBİYATI,Devlet,Nevşehir Hacı Bektaş Veli Ü.,Fen-Edebiyat Fak.,Örgün,-,"291,7764",297.400,30,30,0,"m
100,0%",63.983,-,"327,1108",233.417,30,30,-,"100,0%",-
Sivas,102610228,TÜRK DİLİ VE EDEBİYATI,Devlet,Sivas Cumhuriyet Ü.,Edebiyat Fak.,Örgün,-,"289,7012",311.500,30,30,0,"100,0%",50.371,-,"321,6706",261.129,30,30,-,"100,0%",-
Afyon,100410148,TÜRK DİLİ VE EDEBİYATI,Devlet,Afyon Kocatepe Ü.,Fen-Edebiyat Fak.,Örgün,-,"287,6840",325.700,30,30,0,"100,0%",92.958,-,"327,2476",232.742,30,30,-,"100,0%",-
Kırklareli,106710084,TÜRK DİLİ VE EDEBİYATI,Devlet,Kırklareli Ü.,Fen-Edebiyat Fak.,Örgün,-,"287,5332",326.800,30,"i
30",0,"100,0%",12.425,-,"312,2430",314.375,30,30,-,"100,0%",-
Kırıkkale,106690440,TÜRK DİLİ VE EDEBİYATI,Devlet,Kırıkkale Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"286,9876",330.600,"l
30",30,0,"100,0%",101.432,-,"328,0002",229.168,30,30,-,"100,0%",-
Diyarbakır,103090359,TÜRK DİLİ VE EDEBİYATI,Devlet,Dicle Ü.,Sezai Karakoç Edebiyat Fak.,Örgün,-,"285,7144",340.300,24,24,0,"100,0%",173.922,-,"342,6340",166.378,24,24,-,"100,0%",-
Trabzon,112190291,TÜRK DİLİ VE EDEBİYATI,Devlet,Trabzon Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"285,2597","a
343.700",40,40,0,"100,0%",5.998,-,"308,4996",337.702,40,40,-,"100,0%",-
Rize,108710069,TÜRK DİLİ VE EDEBİYATI,Devlet,Recep Tayyip Erdoğan Ü.,Fen-Edebiyat Fak.,Örgün,-,"282,4181",365.300,30,30,0,"100,0%",55.274,-,"312,9674",310.026,30,30,-,"100,0%",-
Bilecik,101910158,TÜRK DİLİ VE EDEBİYATI,Devlet,Bilecik Şeyh Edebali Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"s
281,8494",369.700,30,30,0,"100,0%",68.006,-,"314,3778",301.694,30,30,-,"100,0%",-
Burdur,107310534,TÜRK DİLİ VE EDEBİYATI,Devlet,Burdur Mehmet Akif Ersoy Ü.,Fen-Edebiyat Fak.,Örgün,-,"280,5895",379.500,30,30,0,"100,0%",91.139,-,"316,7029",288.361,30,30,-,"100,0%",-
Zonguldak,110390384,TÜRK DİLİ VE EDEBİYATI,Devlet,Zonguldak Bülent Ecevit Ü.,Teoman Duralı İnsan ve Toplum Bilimleri Fak.,Örgün,"n
-","280,2590",382.200,30,30,0,"100,0%",113.855,-,"320,3065",268.345,30,30,-,"100,0%",-
Bartın,101610179,TÜRK DİLİ VE EDEBİYATI,Devlet,Bartın Ü.,Edebiyat Fak.,Örgün,-,"277,2971",406.200,30,30,0,"100,0%",42.819,-,"304,6083",363.381,30,30,-,"100,0%",-
Sinop,109110124,TÜRK DİLİ VE EDEBİYATI,Devlet,Sinop Ü.,Fen-Edebiyat Fak.,"u
Örgün",-,"277,2641",406.500,30,30,0,"100,0%",79.072,-,"310,1203",327.428,30,30,-,"100,0%",-
Erzurum,103710093,TÜRK DİLİ VE EDEBİYATI,Devlet,Erzurum Teknik Ü.,Edebiyat Fak.,Örgün,-,"275,7580",419.100,30,30,0,"100,0%",43.344,-,"302,8069",375.756,30,30,-,"100,0%",-
Malatya,111570434,TÜRK DİLİ VE EDEBİYATI,Devlet,Malatya Turgut Özal Ü.,".
Sosyal ve Beşeri Bilimler Fak.",Örgün,-,"275,7412",419.300,24,24,0,"100,0%",22.917,-,"299,9234",396.383,24,24,-,"100,0%",-
Van,110210233,TÜRK DİLİ VE EDEBİYATI,Devlet,Van Yüzüncü Yıl Ü.,Edebiyat Fak.,Örgün,-,"275,1177",424.500,30,30,0,"100,0%",169.176,-,"322,7967",255.324,30,30,-,"100,0%",-
Kayseri,112370763,TÜRK DİLİ VE EDEBİYATI,Devlet,Kayseri Ü.,"w
Develi Sosyal ve Beşeri Bilimler Fak.",Örgün,-,"274,2872",431.600,30,30,0,"100,0%",59.701,-,"303,3658",371.899,30,30,-,"100,0%",-
Aksaray,100810286,TÜRK DİLİ VE EDEBİYATI,Devlet,Aksaray Ü.,Fen-Edebiyat Fak.,Örgün,-,"274,2646",431.800,30,30,0,"100,0%",76.654,-,"305,8292",355.146,30,30,-,"100,0%",-
Giresun,104510117,TÜRK DİLİ VE EDEBİYATI,Devlet,Giresun Ü.,Fen-Edebiyat Fak.,Örgün,-,"273,3524",439.600,30,30,0,"100,0%",97.193,-,"307,7698",342.407,30,30,-,"100,0%",-
Niğde,108190373,TÜRK DİLİ VE EDEBİYATI,Devlet,Niğde Ömer Halisdemir Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"273,3443",439.700,30,30,0,"100,0%",118.040,-,"311,0684",321.660,30,30,-,"100,0%",-
Uşak,109890251,TÜRK DİLİ VE EDEBİYATI,Devlet,Uşak Ü.,"w
İnsan ve Toplum Bilimleri Fak.",Örgün,-,"272,1691",450.300,30,30,0,"100,0%",164.071,-,"317,0827",286.229,30,30,-,"100,0%",-
Adıyaman,100210062,TÜRK DİLİ VE EDEBİYATI,Devlet,Adıyaman Ü.,Fen-Edebiyat Fak.,Örgün,-,"271,8295",453.400,24,24,0,"100,0%",160.620,-,"315,9283",292.780,24,24,-,"100,0%",-
Mersin,201010493,TÜRK DİLİ VE EDEBİYATI,Vakıf,Çağ Ü.,Fen-Edebiyat Fak.,Burslu,-,"271,4965",455.800,4,4,0,"100,0%",363.700,-,"366,4475",92.100,4,4,-,"100,0%",-
Kastamonu,106410281,TÜRK DİLİ VE EDEBİYATI,Devlet,"w
Kastamonu Ü.",İnsan ve Toplum Bilimleri Fak.,Örgün,-,"270,4229",465.300,30,30,0,"100,0%",49.058,-,"297,1902",416.242,30,30,-,"100,0%",-
Mardin,107110033,TÜRK DİLİ VE EDEBİYATI,Devlet,Mardin Artuklu Ü.,Edebiyat Fak.,Örgün,-,"269,7211",471.300,30,30,0,"100,0%",223.191,-,"324,1713",248.109,30,30,-,"100,0%",-
Amasya,100910249,TÜRK DİLİ VE EDEBİYATI,Devlet,Amasya Ü.,Fen-Edebiyat Fak.,Örgün,-,"268,1885",485.300,30,30,0,"100,0%",159.110,-,"310,3162",326.190,30,30,-,"100,0%",-
Tokat,104310119,TÜRK DİLİ VE EDEBİYATI,Devlet,Tokat Gaziosmanpaşa Ü.,Fen-Edebiyat Fak.,Örgün,-,"266,7556",498.300,30,30,0,"100,0%",112.834,-,"301,4441",385.466,30,30,-,"100,0%",-
K.Maraş,112270845,TÜRK DİLİ VE EDEBİYATI,Devlet,Kahramanmaraş İstiklal Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"266,6926",499.000,24,24,0,"100,0%",5.032,-,"287,3013",493.968,24,24,-,"100,0%",-
Çorum,105190194,TÜRK DİLİ VE EDEBİYATI,Devlet,Hitit Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"265,5034",509.900,30,30,0,"100,0%",57.290,-,"292,3918",452.610,30,30,-,"100,0%",-
Çankırı,102890312,TÜRK DİLİ VE EDEBİYATI,Devlet,Çankırı Karatekin Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"264,5618",518.600,30,30,0,"100,0%",48.032,-,"290,1421",470.568,30,30,-,"100,0%",-
Artvin,101310137,TÜRK DİLİ VE EDEBİYATI,Devlet,Artvin Çoruh Ü.,Fen-Edebiyat Fak.,Örgün,-,"263,4009",529.400,30,30,0,"100,0%",44.081,-,"288,3379",485.319,30,30,-,"100,0%",-
Kırşehir,100610101,TÜRK DİLİ VE EDEBİYATI,Devlet,Kırşehir Ahi Evran Ü.,Fen-Edebiyat Fak.,Örgün,-,"262,5618",537.400,30,30,0,"100,0%",188.385,-,"306,7558",349.015,30,30,-,"100,0%",-
Osmaniye,108570648,TÜRK DİLİ VE EDEBİYATI,Devlet,Osmaniye Korkut Ata Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"260,6098",555.700,24,24,0,"100,0%",228.560,-,"310,1672",327.140,24,24,-,"100,0%",-
Gümüşhane,104710196,TÜRK DİLİ VE EDEBİYATI,Devlet,Gümüşhane Ü.,Edebiyat Fak.,Örgün,-,"259,3693",567.600,30,30,0,"100,0%",28.938,-,"282,1178",538.662,30,30,-,"100,0%",-
Erzincan,103610076,TÜRK DİLİ VE EDEBİYATI,Devlet,Erzincan Binali Yıldırım Ü.,Fen-Edebiyat Fak.,Örgün,-,"257,4062",586.500,30,30,0,"100,0%",97.438,-,"287,8947",489.062,30,30,-,"100,0%",-
Siirt,109010258,TÜRK DİLİ VE EDEBİYATI,Devlet,Siirt Ü.,Fen-Edebiyat Fak.,Örgün,-,"255,4663",605.300,30,30,0,"100,0%",9.089,-,"275,8573",596.211,30,30,-,"100,0%",-
Tokat,104390159,TÜRK DİLİ VE EDEBİYATI,Devlet,Tokat Gaziosmanpaşa Ü.,Erbaa Sosyal ve Beşeri Bilimler Fak.,Örgün,-,"254,4120",615.600,30,30,0,"100,0%",11.061,-,"274,9566",604.539,30,30,-,"100,0%",-
Karabük,106190488,TÜRK DİLİ VE EDEBİYATI,Devlet,Karabük Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"254,3186",616.500,30,30,0,"100,0%",108.891,-,"285,6948",507.609,30,30,-,"100,0%",-
Batman,101710266,TÜRK DİLİ VE EDEBİYATI,Devlet,Batman Ü.,Fen-Edebiyat Fak.,Örgün,-,"253,0110",629.300,30,30,0,"100,0%",191.795,-,"294,3534",437.505,30,30,-,"100,0%",-
Yozgat,102310064,TÜRK DİLİ VE EDEBİYATI,Devlet,Yozgat Bozok Ü.,Fen-Edebiyat Fak.,Örgün,-,"252,2829",636.500,30,30,0,"100,0%",135.393,-,"286,4595",501.107,30,30,-,"100,0%",-
Kilis,106870432,TÜRK DİLİ VE EDEBİYATI,Devlet,Kilis 7 Aralık Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"252,0177",639.000,24,24,0,"100,0%",195.599,-,"293,5728",443.401,24,24,-,"100,0%",-
Bitlis,102110084,TÜRK DİLİ VE EDEBİYATI,Devlet,Bitlis Eren Ü.,Fen-Edebiyat Fak.,Örgün,-,"251,4037",645.300,30,30,0,"100,0%",77.171,-,"278,8689",568.129,30,30,-,"100,0%",-
Ankara,205410477,TÜRK DİLİ VE EDEBİYATI,Vakıf,TOBB Ekonomi ve Teknoloji Ü.,Fen-Edebiyat Fak.,%50 İnd.,-,"251,2629",646.500,7,7,0,"100,0%",-213.207,₺465.000,"250,0377",859.707,7,7,-,"100,0%",₺300.000
Gazimağusa,300110307,TÜRK DİLİ VE EDEBİYATI,Kıbrıs,Doğu Akdeniz Ü.,Fen ve Edebiyat Fak.,Burslu,-,"246,0792",697.200,8,8,0,"100,0%",11.892,-,"266,7023",685.308,8,8,-,"100,0%",-
Bingöl,102010094,TÜRK DİLİ VE EDEBİYATI,Devlet,Bingöl Ü.,Fen-Edebiyat Fak.,Örgün,-,"245,6861",701.100,30,30,0,"100,0%",80.731,-,"273,2737",620.369,30,30,-,"100,0%",-
Kars,105910164,TÜRK DİLİ VE EDEBİYATI,Devlet,Kafkas Ü.,Fen-Edebiyat Fak.,Örgün,-,"245,4912",703.000,30,30,0,"100,0%",19.171,-,"266,8432",683.829,30,30,-,"100,0%",-
Karaman,106310088,TÜRK DİLİ VE EDEBİYATI,Devlet,Karamanoğlu Mehmetbey Ü.,Edebiyat Fak.,Örgün,-,"240,2565",753.700,30,30,0,"100,0%",389.700,-,"304,5103",364.000,30,30,-,"100,0%",-
Tunceli,109510147,TÜRK DİLİ VE EDEBİYATI,Devlet,Munzur Ü.,Edebiyat Fak.,Örgün,-,"238,5103",770.700,30,30,0,"100,0%",87.204,-,"266,8800",683.496,30,30,-,"100,0%",-
Bayburt,101810195,TÜRK DİLİ VE EDEBİYATI,Devlet,Bayburt Ü.,İnsan ve Toplum Bilimleri Fak.,Örgün,-,"238,1846",773.800,30,30,0,"100,0%",124.840,-,"270,3421","m
648.960",30,30,-,"100,0%",-
